,id,original_text,published_date,label,original_text_converted
548,mg_5e5118646c22d4001aca4dd4_11474784561751,"同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。
",2020/2/22,498,"同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。
"
549,mg_5e5118826c22d4001aca4dd6_11474787008193,"轉傳資訊：

朋友的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑑別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱在溫度26-27度的環境下就会被殺死，所以要多飲用熱水防止病毒，只要人体保持熱能多吃點薑多做運動，就不會感染病毒。如果有發高燒的症狀，就蓋被子，喝薑湯，譲體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決，少吃甜酸鹹苦，别去寒冷天氣的地區。病毒只要經太陽曝曬就會完全消失。
大家分享出去，幫到一個就一個。",2020/2/22,498,"轉傳資訊：

朋友的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑑別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能多吃點薑多做運動，就不會感染病毒。如果有發高燒的症狀，就蓋被子，喝薑湯，譲體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決，少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽曝曬就會完全消失。
大家分享出去，幫到一個就一個。"
550,mg_5e511b5a6c22d4001aca4e04_11474846605909,"同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。
",2020/2/22,498,"同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。
"
551,mg_5e511d9b6c22d4001aca4e13_11474894708757,"～轉傳～
同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他來電告知：這次新型冠狀肺炎病毒不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會感染病毒。
如果有發高燒的症狀，就蓋被子，喝薑湯，讓體內的熱能提高，無需注射疫苗。
多吃薑、蒜頭、辣椒、胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽曝曬就會完全消失。
大家分享出去，幫到一個算一個。",2020/2/22,498,"～轉傳～
同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他來電告知：這次新型冠狀肺炎病毒不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會感染病毒。
如果有發高燒的症狀，就蓋被子，喝薑湯，讓體內的熱能提高，無需注射疫苗。
多吃薑、蒜頭、辣椒、胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽曝曬就會完全消失。
大家分享出去，幫到一個算一個。"
552,mg_5e511dbb6c22d4001aca4e14_11474897375709,"同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。",2020/2/22,498,"同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。"
553,mg_5e511f146c22d4001aca4e21_11474926028266,"同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。
",2020/2/22,498,"同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。
"
554,mg_5e5126396c22d4001aca4e70_11475079960493,"小組弟兄傳的：同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。",2020/2/22,498,"小組弟兄傳的：同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。"
555,mg_5e512c7f6c22d4001aca4eb9_11475218557161,"同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。
",2020/2/22,498,"同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。
"
556,mg_5e513a306c22d4001aca4f49_11475511065035,"轉傳：同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因为冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會感染病毒。如果有發高燒的症状，就蓋被子，喝薑湯，讓體内的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解决；少吃甜酸鹹苦，别去天氣寒冷的地區。病毒只要經太陽曝晒就會完全消失。
大家分享出去，幫到一個就一個。",2020/2/22,498,"轉傳：同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會感染病毒。如果有發高燒的症狀，就蓋被子，喝薑湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去天氣寒冷的地區。病毒只要經太陽曝曬就會完全消失。
大家分享出去，幫到一個就一個。"
557,mg_5e5131526c22d4001aca4eec_11475322993624,"朋友的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就救一個。
",2020/2/22,498,"朋友的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就救一個。
"
558,mg_5e5134cc6c22d4001aca4f10_11475397291510,"同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。
",2020/2/22,498,"同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。
"
559,mg_5e5145f46c22d4001aca4fbc_11475742326889,"轉傳：同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因为冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會感染病毒。如果有發高燒的症状，就蓋被子，喝薑湯，讓體内的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解决；少吃甜酸鹹苦，别去天氣寒冷的地區。病毒只要經太陽曝晒就會完全消失。
大家分享出去，幫到一個就一個。",2020/2/22,498,"轉傳：同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會感染病毒。如果有發高燒的症狀，就蓋被子，喝薑湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去天氣寒冷的地區。病毒只要經太陽曝曬就會完全消失。
大家分享出去，幫到一個就一個。"
560,mg_5e88f214e4dc73425ee5f0e2_11472378212495,"同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。
",2020/2/22,498,"同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。
"
561,mg_5e88f214e4dc73425ee5f265_11473365282541,"朋友的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。
",2020/2/22,498,"朋友的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。
"
562,mg_5e88f214e4dc73425ee61529_11474908901037,"同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。",2020/2/22,498,"同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。"
563,mg_5e88f21ee4dc73425ee629e1_11473230833684,"同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。
",2020/2/22,498,"同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。
"
564,mg_5e88f21ee4dc73425ee62f8a_11474802836017,"同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。
",2020/2/22,498,"同學的親外甥，碩士畢業，在深圳醫院工作。 現被抽調到武漢研究新型肺炎病毒。 他剛剛來電要我轉告所有的親戚朋友，感冒時如出現流鼻涕和咳痰者，不能斷定就是新型冠狀病毒肺炎。因為冠狀病毒肺炎是乾咳無流鼻涕，這是最簡單的鑒別方法。 他還告知這次新型冠狀肺炎病毒並不耐熱，在溫度26-27度的環境下就會被殺死，所以要多飲用熱水防止病毒，只要人體保持熱能，多吃點薑，多做運動，就不會 感染病毒。如果有發高燒的症狀，就蓋被子，喝姜湯，讓體內的熱能提高，無需注射疫苗。多吃薑，蒜頭辣椒，胡椒粉都可以解決；少吃甜酸鹹苦，別去寒冷天氣的地區。病毒只要經太陽暴曬就會完全消失。
大家分享出去，幫到一個就一個。
"
