id,original_text,published_date,label
mg_5e88f26ae4dc73425eea6393_11529797640603,"2020.02.22 Saturday
07:38 亞米蔬食 @美琴 不好意思，素排目前剩三個喔
07:53 心妤🍭  我等一下到喔~謝謝您
07:54 亞米蔬食 Stickers
07:59 美琴 素排蛋堡+2升套餐溫紅
素排漢堡不加蛋+1溫紅升套餐
今日特餐+2溫紅
古巴玉米蛋+1升套餐溫紅
08:00 美琴 謝謝
08:00 凡 Stickers
08:02 美琴 再加一個特餐溫紅
08:02 凡 ok
08:03 美琴 再加一杯紅茶謝謝
08:05 凡 ok
10:52 玠伊 外帶特餐熱紅，帶環保碗與杯子過去裝 謝謝
10:57 亞米蔬食 Stickers
10:57 亞米蔬食 Stickers
11:18 黃冠文 您好，我要外帶 兩份午餐特餐，一個法式吐司，一個薯餅蛋餅
等等過去拿！謝謝您
11:19 亞米蔬食 Stickers
11:19 亞米蔬食 Stickers
20:23 學滄 joined the group.
23:06 Monica 2月23日07:30外帶，
玉米蛋餅1，
薯餅蛋餅1，
素排漢堡加蛋1，
謝謝。
2020.02.23 Sunday
06:30 亞米蔬食 好的，謝謝
06:33 玲 Photos
06:34 洪秋萍(楊記豆干0922971611) 2/23  6:50外帶
素排漢堡蛋套餐+1(熱紅）
素排漢堡蛋+1
原味蛋餅+1
06:35 亞米蔬食 好的，謝謝
08:12 🌟萍兒🌟 早安 外帶～10分左右到

特餐 (one)份（常溫綠茶）
檸檬魚排蛋漢堡 (one)
蔬菜蛋餅 (one)
薯餅 (two)片
08:17 🌟萍兒🌟 @亞米蔬食 
08:17 茹薰媽 素排蛋漢堡+2

巧克力吐司+1

溫紅茶+1
溫綠茶+1

外帶謝謝
08:18 凡 Stickers
08:45 陳素惠 一個特餐（溫紅茶）
一個雞排漢堡
內用謝謝（20分鐘後到）
08:46 凡 Stickers
09:28 玠伊 原味薯條1，起司蛋吐司1，10分鐘後取餐，謝謝
09:29 凡 Stickers
12:43 陳運逵 一個今日特餐，綠茶去冰，12:50拿謝謝
12:44 亮菁菁 Stickers
12:55 陳運逵 會完一點到，不好意思
13:05 亮菁菁 Stickers
13:37 花蓮明義國小安程警衛叔叔 Added a new note.
13:49 南 Stickers
14:46 玲 👍
2020.02.24 Monday
06:09 玲 各位客人，大家早安安，亞米今天店休一天，不便之處，請見諒，謝謝！
2020.02.25 Tuesday
06:30 亞米蔬食 Photos
2020.02.26 Wednesday
06:30 亞米蔬食 Photos
06:44 黃銘傑 3個酥鬆蛋三明治，10分鐘到
2020.02.27 Thursday
06:33 Photos
06:47 玲 Photos
11:06 Jia 夏威夷披薩 x1
玉米蛋 x1 。  
等等去拿，謝謝
11:06 凡 Stickers
2020.02.28 Friday
06:41 亞米蔬食 Photos
07:05 心妤🍭 蔬菜蛋吐司*1
素排蛋堡*1
07：35取餐
謝謝您
07:06 亞米蔬食 好的，謝謝
07:52 王愛佳(傳佳) 特歺2個
溫紅茶2杯
素排蛋漢堡1個
外帶
07:53 王愛佳(傳佳) Stickers
07:53 凡 Stickers
07:55 百合《張美雲》 https://youtu.be/IPeBJGNPris
10:53 🤔雅華☺️ ㄧ份蕃茄麵（小的）奶茶溫
10:53 🤔雅華☺️ 謝謝，外帶
10:54 凡 Stickers
11:33 王愛佳(傳佳) Group voice call started.
11:33 王愛佳(傳佳) Group call ended.
2020.02.29 Saturday
06:19 洪秋萍(楊記豆干0922971611) 早安
外帶
麻煩6:40取
素排漢堡套餐（溫紅+1
素排漢堡+2
蛋餅+1
感恩
06:29 亞米蔬食 Stickers
06:29 亞米蔬食 Stickers
06:30 亞米蔬食 Photos
09:07 陳素惠 外帶
培根蛋漢堡+2
鮪魚蛋餅+1
溫米漿+1
溫豆漿+1
09:07 凡 Stickers
11:20 黃冠文 您好我要外帶
兩份玉米蛋炒飯，半小時後去拿，謝謝！
11:21 凡 Stickers
2020.03.01 Sunday
06:32 亞米蔬食 Photos
08:06 Monica 特餐1（溫紅），醬燒菇漢堡1，薯餅漢堡1，素火腿蛋餅1，堅果蔬菜漢堡1，08:20外帶，感恩。
08:07 凡 Stickers
08:52 王愛佳(傳佳) 一份特餐十溫紅茶外带
08:53 凡 Stickers
08:57 王愛佳(傳佳) 0
10:04 🤔雅華☺️ ㄧ個法式土司，ㄧ個薯餅，外帶
10:04 🤔雅華☺️ 謝謝
10:04 凡 Stickers
11:22 黃冠文 您好我要外帶，火腿蛋炒飯一份 菇菇蛋炒飯一份 鮪魚蛋餅一份 ，半小時後過去拿，謝謝！
11:23 亮菁菁 Stickers
11:27 豆花(誠品窗簾) 早餐特餐一份  紅茶  謝謝(BacBac Glad)
11:33 亮菁菁 Stickers
2020.03.02 Monday
06:37 玲 Photos
11:34 吳小龜 一份薯餅蛋餅外帶，紅茶
謝謝
11:34 凡 Stickers
12:45 君 外帶兩份菇菇番茄麵，一個玉米蛋餅，一個素排蛋餅謝謝
12:45 凡 Stickers
2020.03.03 Tuesday
06:34 玲 Photos
07:06 茹薰媽 蛋餅一份
巧克力吐司一份
外帶
謝謝
07:07 凡 Stickers
07:32 亞米蔬食 Photos
09:22 花蓮明義國小安程警衛叔叔 https://event.1111.com.tw/event19/workvote/article.asp?serial=396
09:22 花蓮明義國小安程警衛叔叔 幫忙投個票，謝謝大家，感恩！
09:33 歐品康  新的NCP冠狀病毒可能會很多天都沒有感染的跡象，那麼如何知道是否被感染了呢？
 最新信息是潛伏期可能長達28天，才有COVID 19症狀明顯。

 那個時候一個人發燒和/或咳嗽才去醫院時，肺部通常有50％的纖維化，為時已晚！

 台灣專家提供了一個簡單的自我檢查，我們每天早晨都可以進行；

 深呼吸，屏住呼吸10秒鐘以上。
 如果您這樣做而沒有咳嗽，沒有不適，悶氣或緊繃等現象，則表明肺部沒有纖維化，基本上表明沒有感染。

 在關鍵時刻，請每天早晨在乾淨的環境中進行自我檢查！

 日本醫生治療COVID-19病例的嚴重建議。 每個人都應確保您的嘴巴和喉嚨濕潤，切勿乾燥。
 至少每15分鐘喝幾口水。
 為什麼呢？
 即使病毒確實進入了您的口腔，飲用水或其他液體也會通過食道將其沖洗掉並進入胃中。
 您的胃酸會殺死所有病毒。
 如果您不經常喝足夠的水，則該病毒會進入您的氣管並進入LUNGS。
 那很危險。

 請發送和與家人，朋友和每個人分享有關此！

 保重大家，並希望世界盡快從病毒陰霾中恢復過來。",2020/3/3,11
mg_5e88f273e4dc73425eea6e71_11530088180675,"Please Read:

AS RECEIVED: The new NCP coronavirus may not show sign of infection for many days, how can one know if he/she is infected. By the time they have fever and/or cough and goes to the hospital, the lungs is usually 50 % Fibrosis and it's too late!

Taiwan experts provide a simple self-check that we can do every morning:

Take a deep breath and hold your breath for more than 10 seconds. If you complete it successfully without coughing, without discomfort, stuffiness or tightness etc it proves there is no fibrosis in the lungs, basically indicating no infection.

In critical times, please self-check every morning in an environment with clean air!

SERIOUS EXCELLENT ADVICE by Japanese doctors treating COVID-19 cases.  Everyone should ensure your mouth & throat is moist, never DRY. Take a few sips of water every 15 mins at least. WHY?  Even if the virus gets into your mouth...drinking water or other liquids will WASH them down through your oesophagus and into the stomach. Once there in tummy...your stomach ACID will kill all the virus. If you don't drink enough water more regularly...the virus can enter your windpipes and into the LUNGS. That's very dangerous. 

Pls send and share with family, friends and everyone about this ! Take care n may the world recovers from corona virus soon.

請閱讀：
收到：新的NCP冠狀病毒可能沒有顯示感染的跡象許多天，怎麼能知道他/她是否被感染。當他們發燒和/或咳嗽去醫院的時候，肺部通常有50%的纖維化。已經太遲了！
臺灣專家提供了一個我們每天早上都能做的簡單的自我檢查：
深吸一口氣，屏住呼吸10秒以上。如果你成功地完成它沒有咳嗽，沒有不適，悶熱或緊張等證明沒有纖維化在肺部，基本上表明沒有感染。
在關鍵時刻，請每天早上在空氣清新的環境中進行自我檢查！
日本醫生治療COVID-19例的嚴重優秀建議。每個人都應該確保你的口腔和喉嚨是溼潤的，不要乾燥。至少每15分鐘喝幾口水。爲什麼 即使病毒進入你的嘴裏。.. 飲用水或其他液體會通過食道流進你的胃裏。你的胃酸會殺死所有的病毒。如果你不經常喝足夠的水，病毒就會進入你的氣管，進入肺部。那很危險。
請發送並與家人，朋友和大家分享這一點！小心，世界可能很快就會從冠狀病毒中恢復。",2020/3/3,11
mg_5e88f273e4dc73425eea7716_11533612611309,"
 新的NCP冠狀病毒可能會很多天都沒有感染的跡象，那麼如何知道他/她是否被感染了呢？
 最新信息是潛伏期可能長達28天，才有COVID 19症狀明顯。

 那個時候一個人發燒和/或咳嗽才去醫院時，肺部通常有50％的纖維化，為時已晚！

 台灣專家提供了一個簡單的自我檢查，我們每天早晨都可以進行；

 深呼吸，屏住呼吸10秒鐘以上。
 如果您這樣做而沒有咳嗽，沒有不適，悶氣或緊繃等現象，則表明肺部沒有纖維化，基本上表明沒有感染。

 在關鍵時刻，請每天早晨在乾淨的環境中進行自我檢查！

 日本醫生治療COVID-19病例的嚴重建議。 每個人都應確保您的嘴巴和喉嚨濕潤，切勿乾燥。
 至少每15分鐘喝幾口水。
 為什麼呢？
 即使病毒確實進入了您的口腔，飲用水或其他液體也會通過食道將其沖洗掉並進入胃中。
 您的胃酸會殺死所有病毒。
 如果您不經常喝足夠的水，則該病毒會進入您的氣管並進入LUNGS。
 那很危險。

 請發送和與家人，朋友和每個人分享有關此！

 保重大家，並希望世界盡快從日冕病毒中恢復過來。

  祝大家幸福快樂。
  🙏
 --",2020/3/3,11
mg_5e5e88346c22d4001acaa559_11534222959639,"Please Read:

AS RECEIVED: The new NCP coronavirus may not show sign of infection for many days, how can one know if he/she is infected. By the time they have fever and/or cough and goes to the hospital, the lungs is usually 50 % Fibrosis and it's too late!

Taiwan experts provide a simple self-check that we can do every morning:

Take a deep breath and hold your breath for more than 10 seconds. If you complete it successfully without coughing, without discomfort, stuffiness or tightness etc it proves there is no fibrosis in the lungs, basically indicating no infection.

In critical times, please self-check every morning in an environment with clean air!

SERIOUS EXCELLENT ADVICE by Japanese doctors treating COVID-19 cases.  Everyone should ensure your mouth & throat is moist, never DRY. Take a few sips of water every 15 mins at least. WHY?  Even if the virus gets into your mouth...drinking water or other liquids will WASH them down through your oesophagus and into the stomach. Once there in tummy...your stomach ACID will kill all the virus. If you don't drink enough water more regularly...the virus can enter your windpipes and into the LUNGS. That's very dangerous. 

Pls send and share with family, friends and everyone about this ! Take care n may the world recovers from corona virus soon.

請閱讀：
收到：新的NCP冠狀病毒可能沒有顯示感染的跡象許多天，怎麼能知道他/她是否被感染。當他們發燒和/或咳嗽去醫院的時候，肺部通常有50%的纖維化。已經太遲了！
臺灣專家提供了一個我們每天早上都能做的簡單的自我檢查：
深吸一口氣，屏住呼吸10秒以上。如果你成功地完成它沒有咳嗽，沒有不適，悶熱或緊張等證明沒有纖維化在肺部，基本上表明沒有感染。
在關鍵時刻，請每天早上在空氣清新的環境中進行自我檢查！
日本醫生治療COVID-19例的嚴重優秀建議。每個人都應該確保你的口腔和喉嚨是溼潤的，不要乾燥。至少每15分鐘喝幾口水。爲什麼 即使病毒進入你的嘴裏。.. 飲用水或其他液體會通過食道流進你的胃裏。你的胃酸會殺死所有的病毒。如果你不經常喝足夠的水，病毒就會進入你的氣管，進入肺部。那很危險。
請發送並與家人，朋友和大家分享這一點！小心，世界可能很快就會從冠狀病毒中恢復。",2020/3/3,11
mg_5e5ec3db6c22d4001acaa59e_11534877153619,"日本和台灣醫生的實用提示：

 冠狀病毒可能幾天都沒有顯示出被感染的跡象，如何知道該人是否被感染。 等到他們發燒和/或咳嗽並去醫院時，肺部纖維化程度通常為50％，為時已晚！

 台灣專家提供了一個簡單的自測工具，我們每天早晨都可以做：

 深呼吸，屏住呼吸10秒鐘以上。 如果您沒有咳嗽，不適，悶氣或僵硬等症狀，則表明肺部沒有纖維化，基本上沒有感染。

 重要的時刻，您應該每天早晨在空氣新鮮的環境中檢查自己！

 日本醫生對Covid-19病例的認真建議。 每個人都應確保您的嘴和喉嚨濕潤，切勿乾燥。 至少每隔15分鐘喝一口水。

 為何 即使病毒進入您的口腔，飲用水或其他液體也會將其從食道掃入胃中。 一旦進入...酸，您的胃將殺死所有病毒。 如果您不經常喝足夠的水，則該病毒會進入您的氣管和肺部。 那是非常危險的。 請提醒大家這一點！
 如果您想複製或共享，請隨時...盡可能多的人來防止病毒！",2020/3/3,11
mg_5e5eda556c22d4001acaa5bf_11535130023398,"全文後段是中文解釋！請詳細閱讀！
Please Read:

AS RECEIVED: The new NCP coronavirus may not show sign of infection for many days, how can one know if he/she is infected. By the time they have fever and/or cough and goes to the hospital, the lungs is usually 50 % Fibrosis and it's too late!

Taiwan experts provide a simple self-check that we can do every morning:

Take a deep breath and hold your breath for more than 10 seconds. If you complete it successfully without coughing, without discomfort, stuffiness or tightness etc it proves there is no fibrosis in the lungs, basically indicating no infection.

In critical times, please self-check every morning in an environment with clean air!

SERIOUS EXCELLENT ADVICE by Japanese doctors treating COVID-19 cases.  Everyone should ensure your mouth & throat is moist, never DRY. Take a few sips of water every 15 mins at least. WHY?  Even if the virus gets into your mouth...drinking water or other liquids will WASH them down through your oesophagus and into the stomach. Once there in tummy...your stomach ACID will kill all the virus. If you don't drink enough water more regularly...the virus can enter your windpipes and into the LUNGS. That's very dangerous. 

Pls send and share with family, friends and everyone about this ! Take care n may the world recovers from corona virus soon.

請閱讀：
收到：新的NCP冠狀病毒可能沒有顯示感染的跡象許多天，怎麼能知道他/她是否被感染。當他們發燒和/或咳嗽去醫院的時候，肺部通常有50%的纖維化。已經太遲了！
臺灣專家提供了一個我們每天早上都能做的簡單的自我檢查：
深吸一口氣，屏住呼吸10秒以上。如果你成功地完成它沒有咳嗽，沒有不適，悶熱或緊張等證明沒有纖維化在肺部，基本上表明沒有感染。
在關鍵時刻，請每天早上在空氣清新的環境中進行自我檢查！
日本醫生治療COVID-19例的嚴重優秀建議。每個人都應該確保你的口腔和喉嚨是溼潤的，不要乾燥。至少每15分鐘喝幾口水。爲什麼 即使病毒進入你的嘴裏。.. 飲用水或其他液體會通過食道流進你的胃裏。你的胃酸會殺死所有的病毒。如果你不經常喝足夠的水，病毒就會進入你的氣管，進入肺部。那很危險。
請發送並與家人，朋友和大家分享這一點！小心，世界可能很快就會從冠狀病毒中恢復。",2020/3/3,11
mg_5e5edb0c6c22d4001acaa5c3_11535139493861,"       
請閱讀：
收到：新的NCP冠狀病毒可能沒有顯示感染的跡象許多天，怎麼能知道他/她是否被感染。當他們發燒和/或咳嗽去醫院的時候，肺部通常有50%的纖維化。已經太遲了！
臺灣專家提供了一個我們每天早上都能做的簡單的自我檢查：
深吸一口氣，屏住呼吸10秒以上。如果你成功地完成它沒有咳嗽，沒有不適，悶熱或緊張等證明沒有纖維化在肺部，基本上表明沒有感染。
在關鍵時刻，請每天早上在空氣清新的環境中進行自我檢查！
日本醫生治療COVID-19例的嚴重優秀建議。每個人都應該確保你的口腔和喉嚨是溼潤的，不要乾燥。至少每15分鐘喝幾口水。爲什麼 即使病毒進入你的嘴裏。.. 飲用水或其他液體會通過食道流進你的胃裏。你的胃酸會殺死所有的病毒。如果你不經常喝足夠的水，病毒就會進入你的氣管，進入肺部。那很危險。
請發送並與家人，朋友和大家分享這一點! 世界可能很快就會從冠狀病毒中恢復。",2020/3/3,11
mg_5e88f21ee4dc73425ee63408_11535285672970,"請閱讀：
收到：新的NCP冠狀病毒可能沒有顯示感染的跡象許多天，怎麼能知道他/她是否被感染。當他們發燒和/或咳嗽去醫院的時候，肺部通常有50%的纖維化。已經太遲了！
臺灣專家提供了一個我們每天早上都能做的簡單的自我檢查：
深吸一口氣，屏住呼吸10秒以上。如果你成功地完成它沒有咳嗽，沒有不適，悶熱或緊張等證明沒有纖維化在肺部，基本上表明沒有感染。
在關鍵時刻，請每天早上在空氣清新的環境中進行自我檢查！
日本醫生治療COVID-19例的嚴重優秀建議。每個人都應該確保你的口腔和喉嚨是溼潤的，不要乾燥。至少每15分鐘喝幾口水。爲什麼 即使病毒進入你的嘴裏。.. 飲用水或其他液體會通過食道流進你的胃裏。你的胃酸會殺死所有的病毒。如果你不經常喝足夠的水，病毒就會進入你的氣管，進入肺部。那很危險。
請發送並與家人，朋友和大家分享這一點！小心，世界可能很快就會從冠狀病毒中恢復。",2020/3/3,11
mg_5e88f226e4dc73425ee6d72d_11534944302710,"收到時：
新的NCP冠狀病毒可能沒有顯示感染跡象許多天，那麼如何知道他/她是否感染？
最新信息是潛伏期可能長達28天，而COvid19的症狀是明顯的。
當一個人發燒和/或咳嗽去醫院的時候，肺部通常有50的纖維化。已經太遲了！
臺灣專家提供了一個我們每天早上都能做的簡單的自我檢查；
深吸一口氣，屏住呼吸10秒以上。
如果你成功地完成它沒有咳嗽，沒有不適，悶熱或緊張等，它證明沒有纖維化在肺部，基本上表明沒有感染。
在關鍵時刻，請每天早上在空氣清新的環境中進行自我檢查！
日本醫生治療COVID-19例的嚴重優秀建議。每個人都應該確保你的口腔和喉嚨是溼潤的，不要乾燥。
至少每15分鐘喝幾口水。
爲什麼 
即使病毒進入你的嘴裏。.. 飲用水或其他液體會通過食道進入你的胃。
一旦到了那裏，你的胃酸就會殺死所有的病毒。
如果你不經常喝足夠的水，病毒就會進入你的氣管，進入肺部。
那很危險。
請發送並與家人，朋友和大家分享這一點！
大家保重，願世界很快從冠狀病毒中康復。
願一切都好幸福。
 🙏
-",2020/3/3,11
mg_5e88f22ce4dc73425ee70ea4_11535346380157,"全文後段是中文解釋！請詳細閱讀！
Please Read:

AS RECEIVED: The new NCP coronavirus may not show sign of infection for many days, how can one know if he/she is infected. By the time they have fever and/or cough and goes to the hospital, the lungs is usually 50 % Fibrosis and it's too late!

Taiwan experts provide a simple self-check that we can do every morning:

Take a deep breath and hold your breath for more than 10 seconds. If you complete it successfully without coughing, without discomfort, stuffiness or tightness etc it proves there is no fibrosis in the lungs, basically indicating no infection.

In critical times, please self-check every morning in an environment with clean air!

SERIOUS EXCELLENT ADVICE by Japanese doctors treating COVID-19 cases.  Everyone should ensure your mouth & throat is moist, never DRY. Take a few sips of water every 15 mins at least. WHY?  Even if the virus gets into your mouth...drinking water or other liquids will WASH them down through your oesophagus and into the stomach. Once there in tummy...your stomach ACID will kill all the virus. If you don't drink enough water more regularly...the virus can enter your windpipes and into the LUNGS. That's very dangerous. 

Pls send and share with family, friends and everyone about this ! Take care n may the world recovers from corona virus soon.

請閱讀：
收到：新的NCP冠狀病毒可能沒有顯示感染的跡象許多天，怎麼能知道他/她是否被感染。當他們發燒和/或咳嗽去醫院的時候，肺部通常有50%的纖維化。已經太遲了！
臺灣專家提供了一個我們每天早上都能做的簡單的自我檢查：
深吸一口氣，屏住呼吸10秒以上。如果你成功地完成它沒有咳嗽，沒有不適，悶熱或緊張等證明沒有纖維化在肺部，基本上表明沒有感染。
在關鍵時刻，請每天早上在空氣清新的環境中進行自我檢查！
日本醫生治療COVID-19例的嚴重優秀建議。每個人都應該確保你的口腔和喉嚨是溼潤的，不要乾燥。至少每15分鐘喝幾口水。爲什麼 即使病毒進入你的嘴裏。.. 飲用水或其他液體會通過食道流進你的胃裏。你的胃酸會殺死所有的病毒。如果你不經常喝足夠的水，病毒就會進入你的氣管，進入肺部。那很危險。
請發送並與家人，朋友和大家分享這一點！小心，世界可能很快就會從冠狀病毒中恢復。",2020/3/3,11
mg_5e88f22de4dc73425ee73c92_11534198676503,"全文後段是中文解釋！請詳細閱讀！
Please Read:

AS RECEIVED: The new NCP coronavirus may not show sign of infection for many days, how can one know if he/she is infected. By the time they have fever and/or cough and goes to the hospital, the lungs is usually 50 % Fibrosis and it's too late!

Taiwan experts provide a simple self-check that we can do every morning:

Take a deep breath and hold your breath for more than 10 seconds. If you complete it successfully without coughing, without discomfort, stuffiness or tightness etc it proves there is no fibrosis in the lungs, basically indicating no infection.

In critical times, please self-check every morning in an environment with clean air!

SERIOUS EXCELLENT ADVICE by Japanese doctors treating COVID-19 cases.  Everyone should ensure your mouth & throat is moist, never DRY. Take a few sips of water every 15 mins at least. WHY?  Even if the virus gets into your mouth...drinking water or other liquids will WASH them down through your oesophagus and into the stomach. Once there in tummy...your stomach ACID will kill all the virus. If you don't drink enough water more regularly...the virus can enter your windpipes and into the LUNGS. That's very dangerous. 

Pls send and share with family, friends and everyone about this ! Take care n may the world recovers from corona virus soon.

請閱讀：
收到：新的NCP冠狀病毒可能沒有顯示感染的跡象許多天，怎麼能知道他/她是否被感染。當他們發燒和/或咳嗽去醫院的時候，肺部通常有50%的纖維化。已經太遲了！
臺灣專家提供了一個我們每天早上都能做的簡單的自我檢查：
深吸一口氣，屏住呼吸10秒以上。如果你成功地完成它沒有咳嗽，沒有不適，悶熱或緊張等證明沒有纖維化在肺部，基本上表明沒有感染。
在關鍵時刻，請每天早上在空氣清新的環境中進行自我檢查！
日本醫生治療COVID-19例的嚴重優秀建議。每個人都應該確保你的口腔和喉嚨是溼潤的，不要乾燥。至少每15分鐘喝幾口水。爲什麼 即使病毒進入你的嘴裏。.. 飲用水或其他液體會通過食道流進你的胃裏。你的胃酸會殺死所有的病毒。如果你不經常喝足夠的水，病毒就會進入你的氣管，進入肺部。那很危險。
請發送並與家人，朋友和大家分享這一點！小心，世界可能很快就會從冠狀病毒中恢復。",2020/3/3,11
mg_5e88f24ae4dc73425ee84fed_11534542920763," 新的NCP冠狀病毒可能會很多天都沒有感染的跡象，那麼如何知道是否被感染了呢？
 最新信息是潛伏期可能長達28天，才有COVID 19症狀明顯。

 那個時候一個人發燒和/或咳嗽才去醫院時，肺部通常有50％的纖維化，為時已晚！

 台灣專家提供了一個簡單的自我檢查，我們每天早晨都可以進行；

 深呼吸，屏住呼吸10秒鐘以上。
 如果您這樣做而沒有咳嗽，沒有不適，悶氣或緊繃等現象，則表明肺部沒有纖維化，基本上表明沒有感染。

 在關鍵時刻，請每天早晨在乾淨的環境中進行自我檢查！

 日本醫生治療COVID-19病例的嚴重建議。 每個人都應確保您的嘴巴和喉嚨濕潤，切勿乾燥。
 至少每15分鐘喝幾口水。
 為什麼呢？
 即使病毒確實進入了您的口腔，飲用水或其他液體也會通過食道將其沖洗掉並進入胃中。
 您的胃酸會殺死所有病毒。
 如果您不經常喝足夠的水，則該病毒會進入您的氣管並進入LUNGS。
 那很危險。

 請發送和與家人，朋友和每個人分享有關此！

 保重大家，並希望世界盡快從病毒陰霾中恢復過來。",2020/3/3,11
mg_5e88f24be4dc73425ee888ac_11535383224224,"Please Read:

AS RECEIVED: The new NCP coronavirus may not show sign of infection for many days, how can one know if he/she is infected. By the time they have fever and/or cough and goes to the hospital, the lungs is usually 50 % Fibrosis and it's too late!

Taiwan experts provide a simple self-check that we can do every morning:

Take a deep breath and hold your breath for more than 10 seconds. If you complete it successfully without coughing, without discomfort, stuffiness or tightness etc it proves there is no fibrosis in the lungs, basically indicating no infection.

In critical times, please self-check every morning in an environment with clean air!

SERIOUS EXCELLENT ADVICE by Japanese doctors treating COVID-19 cases.  Everyone should ensure your mouth & throat is moist, never DRY. Take a few sips of water every 15 mins at least. WHY?  Even if the virus gets into your mouth...drinking water or other liquids will WASH them down through your oesophagus and into the stomach. Once there in tummy...your stomach ACID will kill all the virus. If you don't drink enough water more regularly...the virus can enter your windpipes and into the LUNGS. That's very dangerous. 

Pls send and share with family, friends and everyone about this ! Take care n may the world recovers from corona virus soon.

請閱讀：
收到：新的NCP冠狀病毒可能沒有顯示感染的跡象許多天，怎麼能知道他/她是否被感染。當他們發燒和/或咳嗽去醫院的時候，肺部通常有50%的纖維化。已經太遲了！
臺灣專家提供了一個我們每天早上都能做的簡單的自我檢查：
深吸一口氣，屏住呼吸10秒以上。如果你成功地完成它沒有咳嗽，沒有不適，悶熱或緊張等證明沒有纖維化在肺部，基本上表明沒有感染。
在關鍵時刻，請每天早上在空氣清新的環境中進行自我檢查！
日本醫生治療COVID-19例的嚴重優秀建議。每個人都應該確保你的口腔和喉嚨是溼潤的，不要乾燥。至少每15分鐘喝幾口水。爲什麼 即使病毒進入你的嘴裏。.. 飲用水或其他液體會通過食道流進你的胃裏。你的胃酸會殺死所有的病毒。如果你不經常喝足夠的水，病毒就會進入你的氣管，進入肺部。那很危險。
請發送並與家人，朋友和大家分享這一點！小心，世界可能很快就會從冠狀病毒中恢復。",2020/3/3,11
mg_5e88f24fe4dc73425ee8d55a_11535294321470,"新型冠狀病毒在感染初期可能沒有任何症狀，在這樣情況下我們也無法知道自己是否感染。等到有咳嗽、發燒等臨床症狀後去醫院的話，50%肺部已經纖維化了。所以等有臨床症狀後去醫院就已經晚了。
（1）
臺灣專家提供了每天早上簡單自檢的方法。

深呼吸後，憋氣10秒種以上，如果沒有咳嗽、不適、胸悶的現象的話，說明肺部沒有纖維化。即沒有感染。

建議大家每天通過這樣小小的努力，為自己作一個診斷~~~~~~~~~~~
（2）
還有日本專家對新型冠狀病毒提供非常有用的忠告。所有人不要使口和喉嚨處在乾燥的狀態，每15分鐘喝口水是非常有益的，因為即使病毒從口進入到了喉部，通過喝水或其他飲料，讓病毒通過食道進入胃裡。胃裡有胃酸，病毒進到胃裡會被胃酸致死。不經常喝水的話，病毒會通過器官（通過呼吸道）進到肺部的話情況就很危險了。

請把這個資訊與家人，朋友分享！",2020/3/3,11
mg_5e5f976f6c22d4001acaacdb_11538757856535,"全文後段是中文解釋！請詳細閱讀！
Please Read:

AS RECEIVED: The new NCP coronavirus may not show sign of infection for many days, how can one know if he/she is infected. By the time they have fever and/or cough and goes to the hospital, the lungs is usually 50 % Fibrosis and it's too late!

Taiwan experts provide a simple self-check that we can do every morning:

Take a deep breath and hold your breath for more than 10 seconds. If you complete it successfully without coughing, without discomfort, stuffiness or tightness etc it proves there is no fibrosis in the lungs, basically indicating no infection.

In critical times, please self-check every morning in an environment with clean air!

SERIOUS EXCELLENT ADVICE by Japanese doctors treating COVID-19 cases.  Everyone should ensure your mouth & throat is moist, never DRY. Take a few sips of water every 15 mins at least. WHY?  Even if the virus gets into your mouth...drinking water or other liquids will WASH them down through your oesophagus and into the stomach. Once there in tummy...your stomach ACID will kill all the virus. If you don't drink enough water more regularly...the virus can enter your windpipes and into the LUNGS. That's very dangerous. 

Pls send and share with family, friends and everyone about this ! Take care n may the world recovers from corona virus soon.

請閱讀：
收到：新的NCP冠狀病毒可能沒有顯示感染的跡象許多天，怎麼能知道他/她是否被感染。當他們發燒和/或咳嗽去醫院的時候，肺部通常有50%的纖維化。已經太遲了！
臺灣專家提供了一個我們每天早上都能做的簡單的自我檢查：
深吸一口氣，屏住呼吸10秒以上。如果你成功地完成它沒有咳嗽，沒有不適，悶熱或緊張等證明沒有纖維化在肺部，基本上表明沒有感染。
在關鍵時刻，請每天早上在空氣清新的環境中進行自我檢查！
日本醫生治療COVID-19例的嚴重優秀建議。每個人都應該確保你的口腔和喉嚨是溼潤的，不要乾燥。至少每15分鐘喝幾口水。爲什麼 即使病毒進入你的嘴裏。.. 飲用水或其他液體會通過食道流進你的胃裏。你的胃酸會殺死所有的病毒。如果你不經常喝足夠的水，病毒就會進入你的氣管，進入肺部。那很危險。
請發送並與家人，朋友和大家分享這一點！小心，世界可能很快就會從冠狀病毒中恢復。",2020/3/4,11
